RCDTS,Type,School_Name,District,School_Type,PERC_ELA_Proficiency,NR_ELA_Proficiency,PERC_Math_Proficiency,NR_Math_Proficiency
041012050252084,School,Lewis Lemon Elementary,Rockford SD 205,ELEMENTARY,5.6,9.0,2.6,4.0
041012050252085,School,Montessori Elementary School,Rockford SD 205,ELEMENTARY,21.3,65.0,12.5,38.0
041012050252086,School,Rockford Envrnmntl Science Acad,Rockford SD 205,ELEMENTARY,13.9,148.0,6.1,65.0
041012050252087,School,Thurgood Marshall School,Rockford SD 205,ELEMENTARY,95.2,438.0,89.8,413.0
041013200262003,School,Clark Elementary School,County of Winnebago SD 320,ELEMENTARY,,,,
041013200262004,School,Riverview Elementary School,County of Winnebago SD 320,ELEMENTARY,17.6,26.0,18.9,28.0
041013200262005,School,Blackhawk Elementary School,County of Winnebago SD 320,ELEMENTARY,43.1,66.0,18.3,28.0
041013210262002,School,Pecatonica Elem School,Pecatonica CUSD 321,ELEMENTARY,59.6,87.0,58.9,86.0
041013220262001,School,Durand Elem School,Durand CUSD 322,ELEMENTARY,51.5,86.0,37.7,63.0
041013230262003,School,Dorothy Simon Elem School,Winnebago CUSD 323,ELEMENTARY,,,,
041013230262005,School,Jean McNair Elementary School,Winnebago CUSD 323,ELEMENTARY,33.8,94.0,34.2,95.0
050160150042001,School,Jane Addams Elem School,Palatine CCSD 15,ELEMENTARY,14.8,53.0,16.2,58.0
050160150042003,School,Central Road Elem School,Palatine CCSD 15,ELEMENTARY,44.3,141.0,51.6,164.0
050160150042004,School,Marion Jordan Elem School,Palatine CCSD 15,ELEMENTARY,66.4,168.0,73.1,185.0
050160150042005,School,Kimball Hill Elem School,Palatine CCSD 15,ELEMENTARY,27.9,87.0,23.2,73.0
050160150042006,School,Hunting Ridge Elem School,Palatine CCSD 15,ELEMENTARY,60.4,250.0,67.1,278.0
050160150042007,School,Lake Louise Elem School,Palatine CCSD 15,ELEMENTARY,27.9,108.0,22.0,85.0
050160150042008,School,Lincoln Elementary School,Palatine CCSD 15,ELEMENTARY,36.2,170.0,38.4,180.0
050160150042009,School,Stuart R Paddock School,Palatine CCSD 15,ELEMENTARY,39.5,172.0,39.5,171.0
050160150042010,School,Pleasant Hill Elem School,Palatine CCSD 15,ELEMENTARY,62.7,242.0,71.4,277.0
050160150042013,School,Gray M Sanborn Elem School,Palatine CCSD 15,ELEMENTARY,37.7,127.0,34.1,115.0
050160150042015,School,Virginia Lake Elem School,Palatine CCSD 15,ELEMENTARY,23.8,107.0,26.7,120.0
050160150042018,School,Willow Bend Elem School,Palatine CCSD 15,ELEMENTARY,55.8,206.0,61.5,227.0
050160150042019,School,Winston Campus Elementary,Palatine CCSD 15,ELEMENTARY,33.9,76.0,37.1,83.0
050160150042020,School,Thomas Jefferson Elem School,Palatine CCSD 15,ELEMENTARY,41.9,103.0,40.8,100.0
050160150042023,School,Frank C Whiteley Elem School,Palatine CCSD 15,ELEMENTARY,42.5,136.0,61.6,197.0
050160210042003,School,Eugene Field Elem School,Wheeling CCSD 21,ELEMENTARY,13.0,37.0,16.1,46.0
050160210042004,School,Robert Frost Elem School,Wheeling CCSD 21,ELEMENTARY,14.4,36.0,24.4,61.0
050160210042007,School,Joyce Kilmer Elem School,Wheeling CCSD 21,ELEMENTARY,25.9,70.0,30.0,81.0
050160210042009,School,Henry W Longfellow Elem School,Wheeling CCSD 21,ELEMENTARY,59.6,124.0,70.7,147.0
050160210042010,School,Edgar A Poe Elem School,Wheeling CCSD 21,ELEMENTARY,26.7,46.0,44.8,77.0
050160210042011,School,J W Riley Elem School,Wheeling CCSD 21,ELEMENTARY,47.1,56.0,49.6,59.0
050160210042013,School,Booth Tarkington Elem School,Wheeling CCSD 21,ELEMENTARY,30.9,54.0,43.4,76.0
050160210042014,School,Mark Twain Elem School,Wheeling CCSD 21,ELEMENTARY,16.1,34.0,21.3,45.0
050160210042015,School,Walt Whitman Elem School,Wheeling CCSD 21,ELEMENTARY,12.6,30.0,13.8,33.0
050160230022001,School,Dwight D Eisenhower Elem School,Prospect Heights SD 23,ELEMENTARY,,,,
050160230022004,School,Betsy Ross Elem School,Prospect Heights SD 23,ELEMENTARY,43.7,69.0,50.6,79.0
050160230022005,School,Anne Sullivan Elem School,Prospect Heights SD 23,ELEMENTARY,50.1,175.0,47.3,165.0
050160250022002,School,Dryden Elem School,Arlington Heights SD 25,ELEMENTARY,47.5,134.0,44.9,127.0
050160250022004,School,Greenbrier Elem School,Arlington Heights SD 25,ELEMENTARY,54.3,75.0,59.4,82.0
050160250022005,School,Ivy Hill Elem School,Arlington Heights SD 25,ELEMENTARY,65.6,202.0,64.4,197.0
050160250022009,School,Olive-Mary Stitt School,Arlington Heights SD 25,ELEMENTARY,61.3,209.0,56.1,192.0
050160250022011,School,Patton Elem School,Arlington Heights SD 25,ELEMENTARY,46.6,117.0,54.2,136.0
050160250022016,School,Westgate Elem School,Arlington Heights SD 25,ELEMENTARY,61.1,181.0,55.7,165.0
050160250022018,School,Windsor Elementary School,Arlington Heights SD 25,ELEMENTARY,56.0,140.0,55.8,139.0
050160260022001,School,Euclid Elem School,River Trails SD 26,ELEMENTARY,37.1,86.0,43.3,101.0
050160260022003,School,Indian Grove Elem School,River Trails SD 26,ELEMENTARY,57.4,147.0,55.9,143.0
050160270022002,School,Hickory Point Elem School,Northbrook ESD 27,ELEMENTARY,,,,
050160270022004,School,Shabonee School,Northbrook ESD 27,ELEMENTARY,76.9,329.0,73.1,313.0
050160280022002,School,Greenbriar Elem School,Northbrook SD 28,ELEMENTARY,70.8,150.0,65.3,139.0
050160280022003,School,Meadowbrook Elem School,Northbrook SD 28,ELEMENTARY,68.3,157.0,74.8,172.0
050160280022006,School,Westmoor Elem School,Northbrook SD 28,ELEMENTARY,70.7,123.0,67.1,116.0
050160290022001,School,Middlefork Primary School,Sunset Ridge SD 29,ELEMENTARY,69.6,32.0,84.8,39.0
050160290022002,School,Sunset Ridge Elem School,Sunset Ridge SD 29,ELEMENTARY,71.7,190.0,69.8,185.0
050160300022002,School,Willowbrook Elem School,Northbrook/Glenview SD 30,ELEMENTARY,69.6,96.0,74.6,103.0
050160300022003,School,Wescott Elementary School,Northbrook/Glenview SD 30,ELEMENTARY,73.2,183.0,78.0,195.0
050160310022002,School,Henry Winkelman Elem School,West Northfield SD 31,ELEMENTARY,52.0,154.0,53.2,157.0
050160340042001,School,Glen Grove Elem School,Glenview CCSD 34,ELEMENTARY,58.6,275.0,62.5,293.0
050160340042002,School,Henking Elem School,Glenview CCSD 34,ELEMENTARY,,,,
050160340042003,School,Hoffman Elem School,Glenview CCSD 34,ELEMENTARY,56.4,297.0,52.4,275.0
050160340042004,School,Lyon Elem School,Glenview CCSD 34,ELEMENTARY,,,,
050160340042005,School,Pleasant Ridge Elem School,Glenview CCSD 34,ELEMENTARY,57.1,318.0,59.4,330.0
050160340042008,School,Westbrook Elementary School,Glenview CCSD 34,ELEMENTARY,,,,
050160350022001,School,West School,Glencoe SD 35,ELEMENTARY,65.3,160.0,76.2,186.0
050160350022002,School,South Elem School,Glencoe SD 35,ELEMENTARY,,,,
050160360022001,School,Crow Island Elem School,Winnetka SD 36,ELEMENTARY,61.7,95.0,76.0,117.0
050160360022002,School,Greeley Elem School,Winnetka SD 36,ELEMENTARY,72.9,72.0,90.1,89.0
050160360022003,School,Hubbard Woods Elem School,Winnetka SD 36,ELEMENTARY,52.5,62.0,55.1,65.0
050160360022004,School,The Skokie School,Winnetka SD 36,ELEMENTARY,73.6,254.0,63.2,218.0
050160370022003,School,Avoca West Elem School,Avoca SD 37,ELEMENTARY,76.9,193.0,69.2,173.0
050160380022001,School,The Joseph Sears School,Kenilworth SD 38,ELEMENTARY,72.9,237.0,73.7,241.0
050160390022002,School,Central Elem School,Wilmette SD 39,ELEMENTARY,66.5,145.0,73.5,161.0
050160390022003,School,Harper Elem School,Wilmette SD 39,ELEMENTARY,42.2,76.0,54.7,98.0
050160390022005,School,McKenzie Elem School,Wilmette SD 39,ELEMENTARY,60.8,110.0,61.9,112.0
050160390022006,School,Romona Elem School,Wilmette SD 39,ELEMENTARY,71.0,142.0,78.5,157.0
050160390022007,School,Highcrest Middle School,Wilmette SD 39,ELEMENTARY,69.0,546.0,60.2,476.0
050160540042002,School,Buzz Aldrin Elem School,Schaumburg CCSD 54,ELEMENTARY,53.9,167.0,51.1,157.0
050160540042003,School,Neil Armstrong Elem School,Schaumburg CCSD 54,ELEMENTARY,39.6,99.0,44.4,111.0
050160540042005,School,Campanelli Elem School,Schaumburg CCSD 54,ELEMENTARY,66.1,228.0,74.5,257.0
050160540042006,School,Winston Churchill Elem School,Schaumburg CCSD 54,ELEMENTARY,47.6,147.0,53.2,165.0
050160540042007,School,Michael Collins Elem School,Schaumburg CCSD 54,ELEMENTARY,61.2,271.0,66.3,293.0
050160540042008,School,Everett Dirksen Elementary Sch,Schaumburg CCSD 54,ELEMENTARY,55.6,159.0,55.9,160.0
050160540042009,School,Thomas Dooley Elem School,Schaumburg CCSD 54,ELEMENTARY,65.6,172.0,71.8,188.0
050160540042010,School,Fairview Elem School,Schaumburg CCSD 54,ELEMENTARY,64.4,201.0,66.3,207.0
050160540042011,School,Anne Fox Elem School,Schaumburg CCSD 54,ELEMENTARY,55.1,129.0,47.0,110.0
050160540042013,School,Hanover Highlands Elem School,Schaumburg CCSD 54,ELEMENTARY,40.8,115.0,39.0,110.0
050160540042015,School,Nathan Hale Elem School,Schaumburg CCSD 54,ELEMENTARY,59.3,153.0,62.8,162.0
050160540042018,School,Lakeview Elem School,Schaumburg CCSD 54,ELEMENTARY,53.1,145.0,52.0,142.0
050160540042019,School,MacArthur International Spanish Academy,Schaumburg CCSD 54,ELEMENTARY,36.8,86.0,46.6,109.0
050160540042022,School,John Muir Literacy Academy,Schaumburg CCSD 54,ELEMENTARY,47.6,119.0,39.0,98.0
050160540042023,School,Adolph Link Elem School,Schaumburg CCSD 54,ELEMENTARY,53.6,181.0,59.1,199.0
050160540042026,School,Albert Einstein Elem School,Schaumburg CCSD 54,ELEMENTARY,47.4,130.0,44.0,121.0
050160540042027,School,Hoover Math and Science Academy,Schaumburg CCSD 54,ELEMENTARY,57.7,233.0,60.1,243.0
050160540042028,School,Adlai Stevenson Elem School,Schaumburg CCSD 54,ELEMENTARY,45.6,131.0,35.9,103.0
050160540042029,School,Frederick Nerge Elem School,Schaumburg CCSD 54,ELEMENTARY,51.4,200.0,53.7,209.0
050160540042030,School,Enders-Salk Elem School,Schaumburg CCSD 54,ELEMENTARY,41.4,91.0,36.8,81.0
050160540042031,School,Elizabeth Blackwell Elem School,Schaumburg CCSD 54,ELEMENTARY,45.3,129.0,45.3,129.0
050160540042032,School,Lincoln Prairie School,Schaumburg CCSD 54,ELEMENTARY,54.9,139.0,64.4,163.0
050160570022002,School,Fairview Elem School,Mount Prospect SD 57,ELEMENTARY,47.6,205.0,46.4,200.0
050160570022005,School,Lions Park Elem School,Mount Prospect SD 57,ELEMENTARY,51.6,176.0,55.1,189.0
050160570022008,School,Westbrook Early Learning Cntr,Mount Prospect SD 57,ELEMENTARY,,,,
050160590042001,School,Brentwood Elem School,Comm Cons SD 59,ELEMENTARY,30.9,72.0,21.0,49.0
050160590042002,School,Adm Richard E Byrd Elem School,Comm Cons SD 59,ELEMENTARY,18.3,38.0,15.9,33.0
050160590042003,School,Clearmont Elem School,Comm Cons SD 59,ELEMENTARY,43.3,88.0,26.6,54.0
050160590042006,School,Devonshire School,Comm Cons SD 59,ELEMENTARY,37.7,81.0,27.4,59.0
050160590042008,School,Forest View Elem School,Comm Cons SD 59,ELEMENTARY,40.3,75.0,31.7,59.0
050160590042009,School,Robert Frost Elem School,Comm Cons SD 59,ELEMENTARY,21.3,34.0,25.6,41.0
050160590042014,School,John Jay Elem School,Comm Cons SD 59,ELEMENTARY,20.9,33.0,13.8,22.0
050160590042016,School,Juliette Low Elem School,Comm Cons SD 59,ELEMENTARY,24.4,41.0,17.3,29.0
050160590042018,School,Rupley Elem School,Comm Cons SD 59,ELEMENTARY,17.5,32.0,9.3,17.0
050160590042019,School,Salt Creek Elem School,Comm Cons SD 59,ELEMENTARY,20.3,47.0,10.4,24.0
050160590042020,School,Ridge Family Center for Learning,Comm Cons SD 59,ELEMENTARY,43.8,56.0,41.4,53.0
050160620042001,School,Iroquois Community School,CCSD 62,ELEMENTARY,68.4,221.0,52.8,170.0
050160620042002,School,Central Elem School,CCSD 62,ELEMENTARY,76.1,89.0,68.1,79.0
050160620042004,School,Cumberland Elem School,CCSD 62,ELEMENTARY,71.1,86.0,65.3,79.0
050160620042005,School,Forest Elem School,CCSD 62,ELEMENTARY,53.5,85.0,45.3,72.0
050160620042008,School,North Elementary School,CCSD 62,ELEMENTARY,42.2,113.0,43.7,117.0
050160620042009,School,Orchard Place Elem School,CCSD 62,ELEMENTARY,45.7,58.0,31.5,40.0
050160620042010,School,Plainfield Elem School,CCSD 62,ELEMENTARY,51.7,90.0,43.7,76.0
050160620042011,School,South Elem School,CCSD 62,ELEMENTARY,64.7,88.0,60.3,82.0
050160620042012,School,Terrace Elem School,CCSD 62,ELEMENTARY,55.9,66.0,51.7,61.0
050160630022006,School,V H Nelson Elem School,East Maine SD 63,ELEMENTARY,35.7,120.0,35.4,119.0
050160630022008,School,Stevenson School,East Maine SD 63,ELEMENTARY,40.7,100.0,40.2,99.0
050160630022009,School,Mark Twain Elem School,East Maine SD 63,ELEMENTARY,34.4,67.0,37.4,73.0
050160630022010,School,Washington Elem School,East Maine SD 63,ELEMENTARY,49.3,66.0,37.3,50.0
050160630022011,School,Melzer School,East Maine SD 63,ELEMENTARY,57.3,121.0,55.9,118.0
050160630022012,School,Apollo Elem School,East Maine SD 63,ELEMENTARY,26.9,76.0,31.6,89.0
050160640042001,School,George B Carpenter Elem School,Park Ridge CCSD 64,ELEMENTARY,70.5,170.0,65.3,158.0
050160640042004,School,Eugene Field Elem School,Park Ridge CCSD 64,ELEMENTARY,50.0,162.0,52.2,169.0
050160640042005,School,Franklin Elementary School,Park Ridge CCSD 64,ELEMENTARY,60.4,157.0,63.2,165.0
050160640042011,School,Theodore Roosevelt Elem School,Park Ridge CCSD 64,ELEMENTARY,52.0,169.0,55.7,177.0
050160640042012,School,George Washington Elem School,Park Ridge CCSD 64,ELEMENTARY,61.6,220.0,56.3,201.0
050160650042004,School,Dawes Elementary School,Evanston CCSD 65,ELEMENTARY,30.9,56.0,32.6,59.0
050160650042005,School,Dewey Elem School,Evanston CCSD 65,ELEMENTARY,54.2,122.0,55.3,124.0
050160650042009,School,Lincoln Elem School,Evanston CCSD 65,ELEMENTARY,54.5,134.0,56.1,137.0
050160650042010,School,Lincolnwood Elem School,Evanston CCSD 65,ELEMENTARY,50.2,91.0,55.4,101.0
050160650042014,School,Oakton Elem School,Evanston CCSD 65,ELEMENTARY,27.2,59.0,28.6,62.0
050160650042015,School,Orrington Elem School,Evanston CCSD 65,ELEMENTARY,58.1,97.0,68.9,115.0
050160650042019,School,Walker Elem School,Evanston CCSD 65,ELEMENTARY,47.0,93.0,53.5,106.0
050160650042020,School,Washington Elem School,Evanston CCSD 65,ELEMENTARY,49.8,137.0,50.7,140.0
050160650042021,School,Willard Elem School,Evanston CCSD 65,ELEMENTARY,52.0,143.0,61.5,168.0
050160650042022,School,Dr ML King Jr Literary & Fine Arts Sch,Evanston CCSD 65,ELEMENTARY,34.3,116.0,33.7,114.0
050160650042023,School,Kingsley Elementary School,Evanston CCSD 65,ELEMENTARY,63.3,138.0,60.9,131.0
050160650042024,School,Dr Bessie Rhodes Sch Global Studies,Evanston CCSD 65,ELEMENTARY,31.6,60.0,33.3,63.0
050160670022003,School,Hynes Elem School,Golf ESD 67,ELEMENTARY,44.4,63.0,57.0,81.0
050160680022001,School,Devonshire Elem School,Skokie SD 68,ELEMENTARY,25.7,43.0,21.6,36.0
050160680022004,School,Jane Stenson School,Skokie SD 68,ELEMENTARY,44.0,73.0,37.3,62.0
050160680022005,School,Highland Elementary School,Skokie SD 68,ELEMENTARY,40.1,79.0,32.5,64.0
050160690022001,School,Thomas Edison Elem School,Skokie SD 69,ELEMENTARY,33.2,181.0,36.1,197.0
050160690022004,School,Madison Elem School,Skokie SD 69,ELEMENTARY,,,,
050160700022003,School,Park View Elem School,Morton Grove SD 70,ELEMENTARY,52.3,319.0,49.2,297.0
050160710022001,School,Clarence E Culver School,Niles ESD 71,ELEMENTARY,61.6,233.0,48.0,180.0
050160720022002,School,Fairview South Elementary School,Fairview SD 72,ELEMENTARY,69.3,350.0,48.5,245.0
050160730022001,School,East Prairie Elem School,East Prairie SD 73,ELEMENTARY,59.3,188.0,46.7,148.0
050160735022002,School,John Middleton Elem School,Skokie SD 73-5,ELEMENTARY,67.0,225.0,60.1,200.0
050160735022003,School,Elizabeth Meyer School,Skokie SD 73-5,ELEMENTARY,,,,
050160740022003,School,Rutledge Hall Elem School,Lincolnwood SD 74,ELEMENTARY,54.9,211.0,43.1,165.0
050160740022004,School,Todd Hall Elem School,Lincolnwood SD 74,ELEMENTARY,,,,
060160780022001,School,Rosemont Elem School,Rosemont ESD 78,ELEMENTARY,42.2,54.0,46.1,59.0
060160790022001,School,Pennoyer Elem School,Pennoyer SD 79,ELEMENTARY,48.8,138.0,42.8,121.0
060160800022002,School,J Leigh Elem School,Norridge SD 80,ELEMENTARY,45.9,117.0,46.3,118.0
060160810022001,School,John F Kennedy Elem School,Schiller Park SD 81,ELEMENTARY,40.3,60.0,53.7,80.0
060160810022003,School,Washington Elem School,Schiller Park SD 81,ELEMENTARY,30.5,94.0,29.2,90.0
060160830022002,School,Scott Elementary School,Mannheim SD 83,ELEMENTARY,27.2,65.0,21.3,51.0
060160830022004,School,Roy Elem School,Mannheim SD 83,ELEMENTARY,32.2,106.0,22.2,73.0
060160830022005,School,Westdale Elem School,Mannheim SD 83,ELEMENTARY,32.1,92.0,22.0,63.0
060160840022003,School,North Elem School,Franklin Park SD 84,ELEMENTARY,43.5,50.0,46.1,53.0
060160840022004,School,Dan H Pietrini Elem School,Franklin Park SD 84,ELEMENTARY,44.2,50.0,38.9,44.0
060160840022005,School,Passow Elementary School,Franklin Park SD 84,ELEMENTARY,46.9,106.0,57.5,130.0
060160845022001,School,Rhodes Elem School,Rhodes SD 84-5,ELEMENTARY,34.1,134.0,18.6,73.0
060160855022001,School,River Grove Elem School,River Grove SD 85-5,ELEMENTARY,45.1,228.0,27.1,137.0
060160860022001,School,Union Ridge Elem School,Union Ridge SD 86,ELEMENTARY,66.1,263.0,41.7,166.0
060160870022003,School,Jefferson Primary School,Berkeley SD 87,ELEMENTARY,,,,
060160870022007,School,J W Riley Intermediate School,Berkeley SD 87,ELEMENTARY,22.3,92.0,10.4,43.0
060160870022008,School,Sunnyside Intermediate School,Berkeley SD 87,ELEMENTARY,22.9,106.0,13.9,64.0
060160870022010,School,Whittier Primary School,Berkeley SD 87,ELEMENTARY,,,,
060160880022001,School,Grant Elem School,Bellwood SD 88,ELEMENTARY,22.0,59.0,14.6,39.0
060160880022003,School,Lincoln Elementary School,Bellwood SD 88,ELEMENTARY,16.8,32.0,8.9,17.0
060160880022005,School,McKinley Elem School,Bellwood SD 88,ELEMENTARY,13.5,26.0,18.1,35.0
060160880022006,School,Thurgood Marshall Elem School,Bellwood SD 88,ELEMENTARY,13.4,19.0,9.9,14.0
060160880022009,School,Grant Primary,Bellwood SD 88,ELEMENTARY,,,,
060160890022001,School,Jane Addams Elem School,Maywood-Melrose Park-Broadview 89,ELEMENTARY,28.8,61.0,22.2,47.0
060160890022002,School,Emerson Elem School,Maywood-Melrose Park-Broadview 89,ELEMENTARY,13.8,30.0,7.4,16.0
060160890022003,School,Garfield Elem School,Maywood-Melrose Park-Broadview 89,ELEMENTARY,14.0,32.0,11.8,27.0
060160890022006,School,Lincoln Elem School,Maywood-Melrose Park-Broadview 89,ELEMENTARY,29.8,64.0,21.9,47.0
060160890022007,School,Melrose Park Elem School,Maywood-Melrose Park-Broadview 89,ELEMENTARY,26.3,108.0,20.7,85.0
060160890022008,School,Roosevelt Elem School,Maywood-Melrose Park-Broadview 89,ELEMENTARY,11.0,18.0,6.7,11.0
060160890022012,School,Washington Dual Language Academy,Maywood-Melrose Park-Broadview 89,ELEMENTARY,19.8,19.0,24.0,23.0
060160900022001,School,Lincoln Elem School,River Forest SD 90,ELEMENTARY,72.3,133.0,62.5,115.0
060160900022005,School,Willard Elem School,River Forest SD 90,ELEMENTARY,69.2,110.0,62.9,100.0
060160910022001,School,Betsy Ross Elem School,Forest Park SD 91,ELEMENTARY,,,,
060160910022003,School,Field Stevenson Elem School,Forest Park SD 91,ELEMENTARY,36.1,53.0,31.3,46.0
060160910022004,School,Garfield Elem School,Forest Park SD 91,ELEMENTARY,,,,
060160910022005,School,Grant-White Elem School,Forest Park SD 91,ELEMENTARY,48.5,49.0,27.7,28.0
060160920022001,School,Lindop Elem School,Lindop SD 92,ELEMENTARY,27.5,77.0,19.3,54.0
060160925022002,School,Westchester Intermediate School,Westchester SD 92-5,ELEMENTARY,33.9,125.0,36.0,133.0
060160925022003,School,Westchester Primary School,Westchester SD 92-5,ELEMENTARY,,,,
060160930022001,School,Hillside Elem School,Hillside SD 93,ELEMENTARY,39.4,117.0,17.2,51.0
060160940022001,School,Komarek Elem School,Komarek SD 94,ELEMENTARY,47.8,165.0,30.1,104.0
060160950022002,School,Brook Park Elem School,Brookfield Lagrange Park SD 95,ELEMENTARY,56.4,228.0,36.5,148.0
060160960022001,School,A F Ames Elem School,Riverside SD 96,ELEMENTARY,69.6,135.0,59.8,116.0
060160960022002,School,Blythe Park Elem School,Riverside SD 96,ELEMENTARY,81.3,52.0,64.1,41.0
060160960022003,School,Central Elem School,Riverside SD 96,ELEMENTARY,71.5,163.0,60.1,137.0
060160960022005,School,Hollywood Elem School,Riverside SD 96,ELEMENTARY,63.6,42.0,66.7,44.0
060160970022001,School,William Beye Elem School,Oak Park ESD 97,ELEMENTARY,52.9,91.0,54.7,94.0
060160970022003,School,William Hatch Elem School,Oak Park ESD 97,ELEMENTARY,50.8,94.0,53.5,99.0
060160970022005,School,Oliver W Holmes Elem School,Oak Park ESD 97,ELEMENTARY,43.6,132.0,51.5,156.0
060160970022006,School,Irving Elem School,Oak Park ESD 97,ELEMENTARY,44.1,95.0,49.6,107.0
060160970022007,School,Abraham Lincoln Elem School,Oak Park ESD 97,ELEMENTARY,43.3,134.0,44.2,137.0
060160970022008,School,Longfellow Elem School,Oak Park ESD 97,ELEMENTARY,44.1,131.0,56.5,168.0
060160970022009,School,Horace Mann Elem School,Oak Park ESD 97,ELEMENTARY,55.3,121.0,68.2,150.0
060160970022010,School,Whittier Elem School,Oak Park ESD 97,ELEMENTARY,30.3,55.0,35.3,64.0
060160980022001,School,Prairie Oak School,Berwyn North SD 98,ELEMENTARY,29.8,114.0,19.4,74.0
060160980022002,School,Karel Havlicek Elem School,Berwyn North SD 98,ELEMENTARY,26.9,61.0,19.5,44.0
060160980022003,School,Jefferson Elem School,Berwyn North SD 98,ELEMENTARY,47.3,141.0,31.1,92.0
060160990022001,School,Daniel Burnham Elem School,Cicero SD 99,ELEMENTARY,27.3,177.0,19.8,128.0
060160990022002,School,Cicero East Elem School,Cicero SD 99,ELEMENTARY,23.8,177.0,19.4,144.0
060160990022003,School,Columbus  East Elem School,Cicero SD 99,ELEMENTARY,22.5,75.0,18.7,62.0
060160990022004,School,Drexel Elem School,Cicero SD 99,ELEMENTARY,17.0,45.0,14.7,39.0
060160990022005,School,Goodwin Elementary School,Cicero SD 99,ELEMENTARY,25.6,87.0,17.9,61.0
060160990022006,School,Abe Lincoln Elem School,Cicero SD 99,ELEMENTARY,33.7,167.0,20.6,102.0
060160990022007,School,McKinley Elem School,Cicero SD 99,ELEMENTARY,,,,
060160990022008,School,T Roosevelt Elem School,Cicero SD 99,ELEMENTARY,19.7,125.0,19.8,126.0
060160990022010,School,Woodrow Wilson Elem School,Cicero SD 99,ELEMENTARY,20.1,87.0,10.0,43.0
060160990022011,School,Woodbine Elem School,Cicero SD 99,ELEMENTARY,,,,
060160990022012,School,Warren Park School,Cicero SD 99,ELEMENTARY,16.8,66.0,14.8,58.0
